state_id,name,code,zip,
65,'Acequias','0274','5110',
65,'Apartaderos','0271','5130',
65,'Acarigua','0274','5101',
65,'Bailadores','0275','5133',
65,'Canagua','0275','5154',
65,'Capazon','0275','3137',
65,'Caño Zancudo','0275','3137',
65,'Chachopo','0271','3112',
65,'Chiguara','0275','5138',
65,'Chocanta','0275','5112',
65,'Ejido','0274','5111',
65,'El Morro','0275','5101',
65,'El Peñon','0275','5142',
65,'El Vigia','0275','5145',
65,'Estanques','0275','5101',
65,'Guaraque','0275','5134',
65,'Humboldt','0274','5101',
65,'Jaji','0274','5107',
65,'La Azulita','0275','5102',
65,'La Blanca','0275','5145',
65,'La Hechicera','0274','5101',
65,'La Mesa','0274','5112',
65,'La Mesa de Ejido','0274','5112',
65,'La Palmita','0275','5145',
65,'La Parroquia','0274','5115',
65,'La Pedregosa','0274','5101',
65,'La Playa','0275','5143',
65,'La Playita','0275','5145',
65,'La Punta','0275','5115',
65,'La Trampa','0275','5138',
65,'La Vega','0274','5101',
65,'Lagunilla','0274','5138',
65,'Las Piedras','0274','5138',
65,'Las Virtudes','0274','3141',
65,'Libertad','0271','5145',
65,'Los Gonzalez','0274','5111',
65,'Los Sauzales','0274','5101',
65,'Mesa Bolívar','0274','5141',
65,'Mesa Quintero','0274','5134',
65,'Mucuchachi','0271','5105',
65,'Mucuchies','0271','5130',
65,'Mucuruba','0271','5129',
65,'Mucutuy','0271','5106',
65,'Mérida','0274','5101',
65,'Pi├âango','0274','5114',
65,'Pueblo Llano','0271','5124',
65,'Pueblo Nuevo','0275','5108',
65,'San Jacinto','0274','5101',
65,'San José','0274','5101',
65,'San Juan de Lagunilla','0274','5138',
65,'San Rafael de Mucuchies','0271','5130',
65,'Santa Cruz de Mora','0275','5142',
65,'Santa Elena de Arenales','0274','5101',
65,'Santo Domingo','0271','5131',
65,'Tabay','0274','5116',
65,'Timotes','0271','3112',
65,'Tovar','0275','5143',
65,'Tucantocani','0275','5145',
65,'Union','0274','5101',
65,'Zea','0275','5144',
65,'La Gonzalez','0275','5145',
65,'Mucujepe','0275','5101',
65,'San Cristobal De Torondoy','0271','3101',
65,'Santa Apolonia De Merida','0271','3101',
65,'Tucani','0275','5141',
69,'Acarigua','0255','3301',
69,'Agua Blanca','0255','3302',
69,'Aparicion','0257','3350',
69,'Araure','0255','3303',
69,'Biscucuy','0257','3351',
69,'Boconoito','0257','3355',
69,'Chabasquen','0257','3357',
69,'Colonia Tunen','0','3317',
69,'Cordoba','0','3357',
69,'El Poblado','0','3309',
69,'Guanare','0257','3350',
69,'Guanarito','0257','3354',
69,'La Estacion','0','3352',
69,'La Mision','0256','3301',
69,'Los Colorados','0','3309',
69,'Los Morrones','0','3350',
69,'Mesa de Caruaca','0257','3350',
69,'Ospino','0256','3352',
69,'Papelon','0257','3353',
69,'Pimpinela','0255','3304',
69,'P¡ritu','0256','3305',
69,'San Rafael de Onoto','0255','3306',
69,'Santa Rosal¡a de Turen','0256','3307',
69,'Turen','0256','3309',
69,'Unellez','0','3350',
69,'Villa Bruzual','0','3309',
69,'La Concepcion','0','3354',
69,'La Trinidad','0','3350',
69,'Paraiso De Chabasquen','0','3357',
69,'Payara','0255','3301',
68,'El Amparo','0295','6301',
68,'El Bicha','0295','6301',
68,'El Espinal','0295','6301',
68,'El Guamache  Isla de Coche','0295','6301',
68,'El Guamache  Punta de Piedras','0295','6301',
68,'El Maco','0295','6301',
68,'El Pilar','0295','6301',
68,'El Valle de Pedro Gonzalez','0295','6301',
68,'El Valle del Espíritu Santo','0295','6301',
68,'Guinima','0295','6301',
68,'Juan Griego','0295','6309',
68,'La Guardia','0295','6301',
68,'La Isleta','0295','6301',
68,'La Plaza de Paraguach¡','0295','6301',
68,'La Vecindad','0295','6301',
68,'Las Cabreras','0295','6301',
68,'Las Hernandez','0295','6301',
68,'Las Maritas','0295','6301',
68,'Las Piedras','0295','6301',
68,'Los Bagres','0295','6301',
68,'Los Cerritos','0295','6301',
68,'Las Giles','0295','6301',
68,'Los Gomez','0295','6301',
68,'Los Marvales','0295','6301',
68,'Los Millanes','0295','6301',
68,'Urbanización Luisa Caceres de Arismendi','0295','6301',
68,'Macanao','0295','6301',
68,'Manzanillo','0295','6301',
68,'Marino','0295','6301',
68,'Mariño','0295','6301',
68,'Orinoco','0295','6301',
68,'Pampatar','0295','6316',
68,'Pedregales','0295','6301',
68,'Playa el Angel  Urbanización','0295','6301',
68,'Porlamar','0295','6301',
68,'Puerto Ferm¡n','0295','6301',
68,'Punta de Piedras','0295','6318',
68,'Robledal','0295','6301',
68,'San Antonio','0295','6301',
68,'San Juan Bautista','0295','6320',
68,'San Pedro de Coche','0295','6321',
68,'Santa Ana','0295','6301',
68,'Tacarigua','0295','6301',
68,'Valle Verde  Urbanización','0295','6301',
68,'Villa Rosa','0295','6301',
68,'La Asunci├â┬│n','0295','6311',
68,'Pedro Gonzalez','0295','6301',
68,'Agua de Vaca','0295','6301',
68,'Altagracia','0295','6301',
68,'Antolin del Campo','0295','6301',
68,'Boca del Pozo','0295','6301',
68,'Boca del Rio','0295','6304',
68,'Bolívar','0295','6301',
68,'Boqueron','0295','6301',
68,'Chacachacare','0295','6301',
64,'Aguada Grande','0253','3031',
64,'Aregue','0251','3052',
64,'Baragua','0251','3034',
64,'Barquisimeto','0251','3001',
64,'Bobare','0253','3004',
64,'Cabudare','0251','3023',
64,'Cariragua','0251','3051',
64,'Carora','0252','3050',
64,'Cubiro','0253','3063',
64,'Duaca','0253','3025',
64,'El Empedrado','0251','3060',
64,'Guarico','0253','3057',
64,'Humocaro Alto/Bajo','0253','3058',
64,'Las Guabinas','0251','3033',
64,'Los Rastrojos','0251','3023',
64,'Los Yabos','0251','3050',
64,'Qu├â┬¡bor','0253','3061',
64,'Rio Claro','0251','3009',
64,'Rio Tocuyo','0251','3054',
64,'San Francisco','0251','3055',
64,'San Miguel','0251','3016',
64,'Sanare','0253','3028',
64,'Sarare','0251','3015',
64,'Siquisique','0253','3032',
64,'Guayabones','0251','35101',
64,'Quebrada Arriba','0251','3101',
64,'Otras poblaciones','0251','3001',
57,'Altamira','0273','5208',
57,'Barinas','0273','5201',
57,'Barinitas','0273','5206',
57,'Barrancas','0273','5201',
57,'Bruzual','0273','5201',
57,'Calderas','0273','5207',
57,'Ciudad Bolivia','0273','5214',
57,'Ciudad de Nutrias','0273','5221',
57,'Dolores','0273','5217',
57,'El Cant├â┬│n','0278','5201',
57,'La Cochinilla  Barinitas','0273','5201',
57,'La Luz','0273','5201',
57,'La Unión','0273','2312',
57,'Libertad','0273','5220',
57,'Maporal','0273','5201',
57,'Mijagual','0273','5201',
57,'Obispos','0273','5213',
57,'Pedraza la Vieja','0273','5201',
57,'Puerto Nutrias','0273','5201',
57,'Quebrada Seca','0273','5201',
57,'Quintero','0273','5201',
57,'Sabaneta','0273','5224',
57,'Sacop├â┬│','0273','5216',
57,'San Rafael de Canagua','0273','5201',
57,'San Silvestre','0273','5203',
57,'San Vicente','0273','5201',
57,'Santa Barbara','0278','5210',
57,'Santa Catalina','0273','5201',
57,'Santa In├â┬⌐s','0273','5201',
57,'Santa Lucia','0273','5201',
57,'Santa Rosa','0273','5219',
57,'Torunos','0273','5201',
57,'Veguitas','0273','5201',
57,'Arismendi','0273','2201',
57,'Capitanejo','0273','5201',
57,'Chameta','0273','5216',
57,'El Real','0273','5201',
57,'El Regalo','0273','5201',
57,'Guadarrama','0273','2201',
57,'Quebrada Seca','0273','5067',
66,'Aeropuerto La Carlota  Caracas','0212','1064',
66,'Araira','0212','1221',
66,'Barrio El Carmen Minas de Baruta','0212','1080',
66,'Barrio El Carmen Petare','0212','1073',
66,'Barrio El Manguito Petare','0212','1073',
66,'Barrio El Rodeo','0212','1221',
66,'Barrio La Cruz Petare','0212','1073',
66,'Barrio La Cruz Chacao','0212','1060',
66,'Barrio Niño Jesús','0212','1030',
66,'Capaya','0234','1225',
66,'Carenero','0234','1231',
66,'Carrizal','0212','1203',
66,'Caucagua','0234','1246',
66,'Charallave','0239','1210',
66,'Chirimena','0234','1231',
66,'Chuspa','0234','1166',
66,'Chuspita','0234','1246',
66,'Cupira','0234','1238',
66,'Curiepe','0234','1232',
66,'Cúa','0239','1211',
66,'El Café','0234','1225',
66,'El Guapo','0234','1243',
66,'El Hatillo  Caracas','0212','1083',
66,'El Marques','0212','1071',
66,'Guarenas','0212','1220',
66,'Guatire','0212','1221',
66,'Higuerote','0234','1231',
66,'La Tahona','0212','1083',
66,'Las Gonzalez','0212','1228',
66,'Lomas de la Lagunita','0212','1083',
66,'Los Chorros','0212','1071',
66,'Los Samanes','0212','1080',
66,'Los Teques','0212','1201',
66,'Machurucuto','0234','1245',
66,'Mamporal','0234','1228',
66,'Ocumare del Tuy','0239','1209',
66,'Paparo','0234','1236',
66,'Paracotos','0234','1201',
66,'Petare','0212','1073',
66,'Plaza las Americas','0212','1061',
66,'Prados del Este','0212','1080',
66,'Pueblo Nuevo Mamporal','0234','1235',
66,'Rio Chico','0234','1236',
66,'San Antonio de los Altos','0212','1204',
66,'San Blas','0212','1073',
66,'San Diego de los Altos','0212','1204',
66,'San Fernando del Guapo','0234','1243',
66,'San Francisco de Yare','0239','1212',
66,'San José de Barlovento','0234','1235',
66,'San José de Rio Chico','0234','1235',
66,'San José de los Altos','0212','1204',
66,'San Pedro de los Altos','0212','1204',
66,'Santa Lucia','0239','1214',
66,'Santa Paula','0212','1061',
66,'Santa Rosa de Lima','0212','1061',
66,'Santa Teresa del Tuy','0239','1215',
66,'Sebucan','0212','1071',
66,'Sector La Estancia  Chuao','0212','1064',
66,'Sector Los Naranjos','0212','1061',
66,'Simon Bolívar  Ciudad Tablita','0212','1030',
66,'Tacarigua Mamporal','0234','1228',
66,'Tacarigua de La Laguna','0234','1236',
66,'Tacata','0239','1211',
66,'Terrazas de Club H¡pico Caracas','0212','1080',
66,'Urbanización La Urbina','0212','1073',
66,'Urbanización Altamira  Caracas','0212','1060',
66,'Urbanización Alto Hatillo  Caracas','0212','1083',
66,'Urbanización Alto Prado  Caracas','0212','1080',
66,'Urbanización Avila  Caracas','0212','1050',
66,'Urbanización Bello Campo  Caracas','0212','1060',
66,'Urbanización Boleita','0212','1071',
66,'Urbanización Boleita Alta','0212','1071',
66,'Urbanización California Norte','0212','1071',
66,'Urbanización California Sur','0212','1071',
66,'Urbanización Campo Alegre','0212','1060',
66,'Urbanización Canteras de Miranda','0212','1073',
66,'Urbanización Caracas Country Club','0212','1060',
66,'Urbanización Caurimare','0212','1061',
66,'Urbanización Chacao','0212','1060',
66,'Urbanización Chuao','0212','1061',
66,'Urbanización Colinas de Baruta','0212','1080',
66,'Urbanización Colinas de Bello Monte','0212','1050',
66,'Urbanización Colinas de La California','0212','1071',
66,'Urbanización Colinas de La Mariposa','0212','1090',
66,'Urbanización Colinas de La Trinidad','0212','1080',
66,'Urbanización Colinas de Los Ruices','0212','1071',
66,'Urbanización Colinas de Turumo','0212','1073',
66,'Urbanización Colinas de Valle Arriba','0212','1080',
66,'Urbanización Colinas del Tamanaco','0212','1061',
66,'Urbanización Cumbres de Curumo','0212','1080',
66,'Urbanización C├â┬║tira','0212','1030',
66,'Urbanización Don Bosco','0212','1071',
66,'Urbanización El Cafetal','0212','1061',
66,'Urbanización El Dorado','0212','1073',
66,'Urbanización El Llanito','0212','1073',
66,'Urbanización El Marqu├â┬⌐s','0212','1071',
66,'Urbanización El Pedregal','0212','1060',
66,'Urbanización El Pe├â┬▒├â┬│n','0212','1080',
66,'Urbanización El Placer','0212','1080',
66,'Urbanización El Placer de Maria','0212','1080',
66,'Urbanización El Prado','0212','1040',
66,'Urbanización El Retiro','0212','1060',
66,'Urbanización El Rosal','0212','1060',
66,'Urbanización La Boyera','0212','1083',
66,'Urbanización La Carlota','0212','1071',
66,'Urbanización La Castellana','0212','1060',
66,'Urbanización La Ciudadela','0212','1080',
66,'Urbanización La Cumbre','0212','1083',
66,'Urbanización La Esmeralda','0212','1083',
66,'Urbanización La Esperanza','0212','1030',
66,'Urbanización La Estancia','0212','1071',
66,'Urbanización La Floresta','0212','1060',
66,'Urbanización La Lagunita Country Club','0212','1083',
66,'Urbanización La Mariposa','0212','1090',
66,'Urbanización La Trinidad','0212','1080',
66,'Urbanización Las Bonitas','0212','1080',
66,'Urbanización Las Mercedes','0212','1060',
66,'Urbanización Las Minas','0212','1080',
66,'Urbanización Las Vegas de Petare','0212','1073',
66,'Urbanización Lomas de Las Mercedes','0212','1061',
66,'Urbanización Lomas del Club H├â┬¡pico','0212','1080',
66,'Urbanización Los Cortijos de Lourdes','0212','1071',
66,'Urbanización Los Dos Caminos','0212','1071',
66,'Urbanización Los Naranjos','0212','1061',
66,'Urbanización Los Ruices','0212','1071',
66,'Urbanización Macaracuay','0212','1071',
66,'Urbanización Mampote','0212','1073',
66,'Urbanización Mirador del Este','0212','1073',
66,'Urbanización Miranda Petare, Guarenas','0212','1073',
66,'Urbanización Palo Verde','0212','1073',
66,'Urbanización Parque Anauco','0212','1010',
66,'Urbanización Parque Sebuc├â┬ín','0212','1071',
66,'Urbanización Paseo Las Mercedes','0212','1061',
66,'Urbanización Paulo VI','0212','1073',
66,'Barrio San Blas','0212','1073',
66,'Barrio San Miguel Petare','0212','1073',
66,'Barrio Union','0212','1020',
66,'Centro Comercial Plaza Las Americas','0212','1061',
66,'Urbanización La Urbina','0212','1073',
66,'Urbanización Las Americas','0212','1020',
66,'Urbanización Los Chorros','0212','1071',
66,'Urbanización Prados Del Este','0212','1080',
66,'Urbanización Santa Fe Norte y Sur','0212','1080',
66,'Urbanización Santa Ines','0212','1080',
66,'Urbanización Santa Paula','0212','1061',
66,'Urbanización Santa Sofia','0212','1061',
66,'Urbanización Sartenejas','0212','1080',
66,'Urbanización Sebucan','0212','1071',
66,'Urbanización Sector Los Naranjos','0212','1061',
66,'Urbanización Sorocaima','0212','1080',
66,'Urbanización Terraza Del Club Hipico','0212','1080',
66,'Urbanización Terrazas Del Avila','0212','1073',
66,'Urbanización Turiamo','0212','1020',
66,'Urbanización Turumo','0212','1073',
66,'Urbanización Valle Arriba','0212','1061',
67,'Aguasay','0292','6201',
67,'Alto Guri','0','6201',
67,'Altos de los Godos','0','6201',
67,'Andres Eloy Blanco','0','6201',
67,'Aragua de Maturín','0292','6206',
67,'Areo','0','6201',
67,'Azagua','0','6201',
67,'Bajo Guarapiche','0','6201',
67,'Barrancas','0287','6208',
67,'Brisas de Aribi','0','6201',
67,'Cachipo','0','6201',
67,'Caicara de Maturín','0292','6209',
67,'Campo Alegre','0','6201',
67,'Carabobo','0','6201',
67,'Caripe','0292','6210',
67,'Caripito','0291','6211',
67,'Caño Colorado','0','6201',
67,'Chaguaramal','0','6201',
67,'El Corozo','0','6201',
67,'El Cortijo','0','6201',
67,'El Furrial','0','6201',
67,'El Jun¡n','0','6201',
67,'El Merey','0','6201',
67,'El Para','0','6201',
67,'El Pel├â┬│n','0','6201',
67,'El Respiro','0','6201',
67,'El Tejero','0','6213',
67,'El Zamuro','0','6201',
67,'El Zorro','0','6201',
67,'Guanaguana','0','6214',
67,'Guarito','0','6201',
67,'Jusep├â┬¡n','0292','6204',
67,'La Candelaria','0','6201',
67,'La Cruz de La Paloma','0','6201',
67,'La Guanota','0','6210',
67,'La Morrocoya','0','6201',
67,'La Pica','0','6201',
